solver_name,run_id,reward_calculator_name,feature_constructor_used_features,acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,seed,p_net_dataset_dir,v_nets_dataset_dir,start_run_time,clock_running_time
rdma_rank,KRUSTYCRAB-20260420T173043-5207,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.75,0.49567273183881794,0.5958473037986726,7208.991458092313,75,0,13,12,24258.0,14290.0,6884586.842478159,11554280.431558942,0.5890840135213126,955.0,14.963350785340314,25.40104712041885,33524.0,6493,27028.0,28,0.0,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260420T173044,117.70475649833679
rdma_rank,KRUSTYCRAB-20260420T173303-3603,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.62,0.3819691842224111,0.5896725921152594,8299.782019024691,62,0,21,17,24345.0,13878.0,7677298.367597839,13019595.060469097,0.5700554528650646,925.0,15.003243243243244,26.318918918918918,30998.0,6197,24801.0,25,0.0,0.0,0.0,4,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_4,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_4,20260420T173304,147.06979060173035
grc_rank,KRUSTYCRAB-20260429T133040-8336,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.3,0.1945873109612512,0.6045702272683676,2328.0820319884724,30,0,0,70,6668.0,4080.0,2349034.7702763686,3885462.2082367884,0.611877624475105,1009.0,4.043607532210109,6.608523290386521,43565,6678,36887,12,614.4019181642047,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260429T133040,5.926231622695923
grc_rank,KRUSTYCRAB-20260429T133134-5884,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.3,0.1945873109612512,0.6045702272683676,2328.0820319884724,30,0,0,70,6668.0,4080.0,2349034.7702763686,3885462.2082367884,0.611877624475105,1009.0,4.043607532210109,6.608523290386521,43565,6678,36887,12,614.4019181642047,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260429T133135,5.8077802658081055
grc_rank,KRUSTYCRAB-20260429T133201-4709,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.29,0.18371972315030746,0.5734602250802376,1498.068550698291,29,0,0,71,6695.0,3983.0,1318300.324614496,2298852.242856148,0.5949215832710978,880.0,4.526136363636364,7.607954545454546,43194,6759,36435,11,584.7461595085028,0.0,0.0,1,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_1,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_1,20260429T133202,5.849538326263428
grc_rank,KRUSTYCRAB-20260429T133228-9783,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.25,0.1578381139974447,0.6292460301866644,2354.159127947256,25,0,0,75,5807.0,3498.0,2224680.375910157,3535469.8626389597,0.6023764422249009,945.0,3.7015873015873018,6.144973544973545,41535,7038,34497,13,550.3347553294075,0.0,0.0,2,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_2,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_2,20260429T133229,5.826469659805298
grc_rank,KRUSTYCRAB-20260429T133255-1527,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.33,0.21638115753286477,0.6159304906346076,2000.313719380491,33,0,0,67,5996.0,3657.0,1910299.6020083688,3101485.688815539,0.6099066044029353,955.0,3.8293193717277485,6.278534031413613,40458,7317,33131,13,458.052455971729,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260429T133255,5.352940797805786
grc_rank,KRUSTYCRAB-20260429T133321-7028,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.25,0.15996108713617838,0.590167664487528,1752.6048675710815,25,0,0,75,4651.0,2728.0,1621159.5025032505,2746947.350819337,0.5865405289185122,925.0,2.9491891891891893,5.028108108108108,39014,7150,31864,11,455.0162385909266,0.0,0.0,4,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_4,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_4,20260429T133322,5.482024192810059
nrm_rank,KRUSTYCRAB-20260429T133409-2891,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.28,0.1987358152238679,0.6418187350827826,1775.257325061961,28,0,0,72,5545.0,3598.0,1791234.6409875187,2790873.0971470983,0.6488728584310189,1009.0,3.5659068384539148,5.495540138751239,44902,6856,38046,10,426.3702521972795,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260429T133410,6.734340190887451
nrm_rank,KRUSTYCRAB-20260429T133440-4800,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.27,0.1936924333773199,0.6806961583984265,1383.7067976086196,27,0,0,73,5151.0,3351.0,1217661.9818955853,1788848.0298765854,0.65055329062318,880.0,3.8079545454545456,5.853409090909091,43760,6891,36869,7,521.7618125822571,0.0,0.0,1,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_1,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_1,20260429T133441,6.7446510791778564
nrm_rank,KRUSTYCRAB-20260429T133510-8614,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.21,0.12735424803705767,0.589977280753425,1983.6702561849781,21,0,0,79,4319.0,2518.0,1874568.3920948044,3177356.9139830335,0.583005325306784,945.0,2.6645502645502646,4.57037037037037,41545,7069,34476,15,432.9351720031114,0.0,0.0,2,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_2,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_2,20260429T133511,6.510776042938232
nrm_rank,KRUSTYCRAB-20260429T133540-3476,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.34,0.2309115683500086,0.6298307638072553,1556.211802060829,34,0,0,66,5805.0,3570.0,1486182.2709680917,2359653.3487571944,0.6149870801033591,955.0,3.738219895287958,6.0785340314136125,40570,7360,33206,12,436.64640304342674,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260429T133541,6.296072006225586
